,Country,City,country_city
52032,United kingdom,Calcot,"Calcot, United kingdom"
52033,United kingdom,Caldecote,"Caldecote, United kingdom"
52034,United kingdom,Caldecott,"Caldecott, United kingdom"
52035,United kingdom,Caldicot,"Caldicot, United kingdom"
52036,United kingdom,Caldy,"Caldy, United kingdom"
52037,United kingdom,Caledon,"Caledon, United kingdom"
52038,United kingdom,Callander,"Callander, United kingdom"
52039,United kingdom,Callanish,"Callanish, United kingdom"
52040,United kingdom,Callington,"Callington, United kingdom"
52041,United kingdom,Calne,"Calne, United kingdom"
52042,United kingdom,Calthwaite,"Calthwaite, United kingdom"
52043,United kingdom,Calverley,"Calverley, United kingdom"
52044,United kingdom,Calverton,"Calverton, United kingdom"
52045,United kingdom,Calverton,"Calverton, United kingdom"
52046,United kingdom,Cam,"Cam, United kingdom"
52047,United kingdom,Camber,"Camber, United kingdom"
52048,United kingdom,Camberley,"Camberley, United kingdom"
52049,United kingdom,Camberwell,"Camberwell, United kingdom"
52050,United kingdom,Cambois,"Cambois, United kingdom"
52051,United kingdom,Camborne,"Camborne, United kingdom"
52052,United kingdom,Cambridge,"Cambridge, United kingdom"
52053,United kingdom,Cambs,"Cambs, United kingdom"
52054,United kingdom,Cambus,"Cambus, United kingdom"
52055,United kingdom,Cambuslang,"Cambuslang, United kingdom"
52056,United kingdom,Camelford,"Camelford, United kingdom"
52057,United kingdom,Cameron Bridge,"Cameron Bridge, United kingdom"
52058,United kingdom,Camlough,"Camlough, United kingdom"
52059,United kingdom,Campbeltown,"Campbeltown, United kingdom"
52060,United kingdom,Camusnagaul,"Camusnagaul, United kingdom"
52061,United kingdom,"Canna, Inner Hebrides","Canna, Inner Hebrides, United kingdom"
52062,United kingdom,Cannich,"Cannich, United kingdom"
52063,United kingdom,Canning Town,"Canning Town, United kingdom"
52064,United kingdom,Cannington,"Cannington, United kingdom"
52065,United kingdom,Cannock,"Cannock, United kingdom"
52066,United kingdom,Canonbie,"Canonbie, United kingdom"
52067,United kingdom,Canterbury,"Canterbury, United kingdom"
52068,United kingdom,Cantley,"Cantley, United kingdom"
52069,United kingdom,Cantley,"Cantley, United kingdom"
52070,United kingdom,Canvey Island,"Canvey Island, United kingdom"
52071,United kingdom,Cape Cornwall,"Cape Cornwall, United kingdom"
52072,United kingdom,Capel,"Capel, United kingdom"
52073,United kingdom,Capel Hendre,"Capel Hendre, United kingdom"
52074,United kingdom,Capenhurst,"Capenhurst, United kingdom"
52075,United kingdom,Cappagh,"Cappagh, United kingdom"
52076,United kingdom,Captain Field,"Captain Field, United kingdom"
52077,United kingdom,Carbost,"Carbost, United kingdom"
52078,United kingdom,Carcroft,"Carcroft, United kingdom"
52079,United kingdom,Cardiff,"Cardiff, United kingdom"
52080,United kingdom,Cardigan (Aberteifi),"Cardigan (Aberteifi), United kingdom"
52081,United kingdom,Cardington,"Cardington, United kingdom"
52082,United kingdom,Cardinham,"Cardinham, United kingdom"
52083,United kingdom,Cardonald,"Cardonald, United kingdom"
52084,United kingdom,Carlisle,"Carlisle, United kingdom"
52085,United kingdom,Carloway,"Carloway, United kingdom"
52086,United kingdom,Carlton,"Carlton, United kingdom"
52087,United kingdom,Carlton Colville,"Carlton Colville, United kingdom"
52088,United kingdom,Carlton in Lindrick,"Carlton in Lindrick, United kingdom"
52089,United kingdom,Carlton on Trent,"Carlton on Trent, United kingdom"
52090,United kingdom,Carluke,"Carluke, United kingdom"
52091,United kingdom,Carmarthen,"Carmarthen, United kingdom"
52092,United kingdom,Carnforth,"Carnforth, United kingdom"
52093,United kingdom,Carnlough,"Carnlough, United kingdom"
52094,United kingdom,Carno,"Carno, United kingdom"
52095,United kingdom,Carnoustie,"Carnoustie, United kingdom"
52096,United kingdom,Carnwath,"Carnwath, United kingdom"
52097,United kingdom,Carradale,"Carradale, United kingdom"
52098,United kingdom,Carrbridge,"Carrbridge, United kingdom"
52099,United kingdom,Carrickfergus,"Carrickfergus, United kingdom"
52100,United kingdom,Carrickmore,"Carrickmore, United kingdom"
52101,United kingdom,Carrington,"Carrington, United kingdom"
52102,United kingdom,Carron,"Carron, United kingdom"
52103,United kingdom,Carron,"Carron, United kingdom"
52104,United kingdom,Carrutherstown,"Carrutherstown, United kingdom"
52105,United kingdom,Carryduff,"Carryduff, United kingdom"
52106,United kingdom,Carsaig,"Carsaig, United kingdom"
52107,United kingdom,Carsethorn,"Carsethorn, United kingdom"
52108,United kingdom,Carshalton,"Carshalton, United kingdom"
52109,United kingdom,Carstairs,"Carstairs, United kingdom"
52110,United kingdom,Carterton,"Carterton, United kingdom"
52111,United kingdom,Carthew,"Carthew, United kingdom"
52112,United kingdom,Cartmel,"Cartmel, United kingdom"
52113,United kingdom,Cascob,"Cascob, United kingdom"
52114,United kingdom,Cassington,"Cassington, United kingdom"
52115,United kingdom,Castle Bromwich,"Castle Bromwich, United kingdom"
52116,United kingdom,Castle Bytham,"Castle Bytham, United kingdom"
52117,United kingdom,Castle Cary,"Castle Cary, United kingdom"
52118,United kingdom,Castle Donington,"Castle Donington, United kingdom"
52119,United kingdom,Castle Douglas,"Castle Douglas, United kingdom"
52120,United kingdom,Castle Hedingham,"Castle Hedingham, United kingdom"
52121,United kingdom,Castle Vale,"Castle Vale, United kingdom"
52122,United kingdom,Castlebay,"Castlebay, United kingdom"
52123,United kingdom,Castlecary,"Castlecary, United kingdom"
52124,United kingdom,Castledawson,"Castledawson, United kingdom"
52125,United kingdom,Castlederg,"Castlederg, United kingdom"
52126,United kingdom,Castleford,"Castleford, United kingdom"
52127,United kingdom,Castleton,"Castleton, United kingdom"
52128,United kingdom,Castleton,"Castleton, United kingdom"
52129,United kingdom,Castletown,"Castletown, United kingdom"
52130,United kingdom,Castletown,"Castletown, United kingdom"
52131,United kingdom,Castlewellan,"Castlewellan, United kingdom"
52132,United kingdom,Catcott,"Catcott, United kingdom"
52133,United kingdom,Caterham,"Caterham, United kingdom"
52134,United kingdom,Catfield,"Catfield, United kingdom"
52135,United kingdom,Catford,"Catford, United kingdom"
52136,United kingdom,Catrine,"Catrine, United kingdom"
52137,United kingdom,Catterick,"Catterick, United kingdom"
52138,United kingdom,Catterline,"Catterline, United kingdom"
52139,United kingdom,Cavenham,"Cavenham, United kingdom"
52140,United kingdom,Caversfield,"Caversfield, United kingdom"
52141,United kingdom,Caversham,"Caversham, United kingdom"
52142,United kingdom,Cawsand,"Cawsand, United kingdom"
52143,United kingdom,Cawston,"Cawston, United kingdom"
52144,United kingdom,Cawthorne,"Cawthorne, United kingdom"
52145,United kingdom,Caythorpe,"Caythorpe, United kingdom"
52146,United kingdom,"Ceann a Gharaidh, Eriskay","Ceann a Gharaidh, Eriskay, United kingdom"
52147,United kingdom,Cefn-Mawr,"Cefn-Mawr, United kingdom"
52148,United kingdom,Ceinewydd (New Quay),"Ceinewydd (New Quay), United kingdom"
52149,United kingdom,Cellardyke,"Cellardyke, United kingdom"
52150,United kingdom,Cemaes Bay,"Cemaes Bay, United kingdom"
52151,United kingdom,Central Mainland (Shetland),"Central Mainland (Shetland), United kingdom"
52152,United kingdom,Cerrigdrudion,"Cerrigdrudion, United kingdom"
52153,United kingdom,Chadderton,"Chadderton, United kingdom"
52154,United kingdom,Chaddesden,"Chaddesden, United kingdom"
52155,United kingdom,Chadlington,"Chadlington, United kingdom"
52156,United kingdom,Chadwell,"Chadwell, United kingdom"
52157,United kingdom,Chadwell Heath,"Chadwell Heath, United kingdom"
52158,United kingdom,Chadwell Saint Mary,"Chadwell Saint Mary, United kingdom"
52159,United kingdom,Chailey,"Chailey, United kingdom"
52160,United kingdom,Chale,"Chale, United kingdom"
52161,United kingdom,Chalfont Saint Giles,"Chalfont Saint Giles, United kingdom"
52162,United kingdom,Chalfont Saint Peter,"Chalfont Saint Peter, United kingdom"
52163,United kingdom,Chalford,"Chalford, United kingdom"
52164,United kingdom,Chalgrove,"Chalgrove, United kingdom"
52165,United kingdom,Chalton,"Chalton, United kingdom"
52166,United kingdom,Chandlers Ford,"Chandlers Ford, United kingdom"
52167,United kingdom,Chapel Allerton,"Chapel Allerton, United kingdom"
52168,United kingdom,Chapel en le Frith,"Chapel en le Frith, United kingdom"
52169,United kingdom,Chapel Saint Leonards,"Chapel Saint Leonards, United kingdom"
52170,United kingdom,Chapeltown,"Chapeltown, United kingdom"
52171,United kingdom,Chard,"Chard, United kingdom"
52172,United kingdom,Charing,"Charing, United kingdom"
52173,United kingdom,Charlecote,"Charlecote, United kingdom"
52174,United kingdom,Charleston,"Charleston, United kingdom"
52175,United kingdom,Charlestown,"Charlestown, United kingdom"
52176,United kingdom,Charlestown,"Charlestown, United kingdom"
52177,United kingdom,Charlestown of Aberlour,"Charlestown of Aberlour, United kingdom"
52178,United kingdom,Charlton,"Charlton, United kingdom"
52179,United kingdom,Charlwood,"Charlwood, United kingdom"
52180,United kingdom,Charmouth,"Charmouth, United kingdom"
52181,United kingdom,Charnock Richard,"Charnock Richard, United kingdom"
52182,United kingdom,Chartham,"Chartham, United kingdom"
52183,United kingdom,Chartham Hatch,"Chartham Hatch, United kingdom"
52184,United kingdom,Chasetown,"Chasetown, United kingdom"
52185,United kingdom,Chatham,"Chatham, United kingdom"
52186,United kingdom,Chathill,"Chathill, United kingdom"
52187,United kingdom,Chatteris,"Chatteris, United kingdom"
52188,United kingdom,Cheadle,"Cheadle, United kingdom"
52189,United kingdom,Cheadle,"Cheadle, United kingdom"
52190,United kingdom,Cheadle Heath,"Cheadle Heath, United kingdom"
52191,United kingdom,Cheadle Hulme,"Cheadle Hulme, United kingdom"
52192,United kingdom,Cheam,"Cheam, United kingdom"
52193,United kingdom,Checkendon,"Checkendon, United kingdom"
52194,United kingdom,Chedburgh,"Chedburgh, United kingdom"
52195,United kingdom,Cheddar,"Cheddar, United kingdom"
52196,United kingdom,Cheddington,"Cheddington, United kingdom"
52197,United kingdom,Cheddleton,"Cheddleton, United kingdom"
52198,United kingdom,Chedworth,"Chedworth, United kingdom"
52199,United kingdom,Cheetham Hill,"Cheetham Hill, United kingdom"
52200,United kingdom,Chelford,"Chelford, United kingdom"
52201,United kingdom,Chellaston/Derby,"Chellaston/Derby, United kingdom"
52202,United kingdom,Chelmsford,"Chelmsford, United kingdom"
52203,United kingdom,Chelsea/London,"Chelsea/London, United kingdom"
52204,United kingdom,Cheltenham,"Cheltenham, United kingdom"
52205,United kingdom,Chelveston,"Chelveston, United kingdom"
52206,United kingdom,Chelworth,"Chelworth, United kingdom"
52207,United kingdom,Chepstow,"Chepstow, United kingdom"
52208,United kingdom,Cherry Hinton,"Cherry Hinton, United kingdom"
52209,United kingdom,Chertsey,"Chertsey, United kingdom"
52210,United kingdom,Chesham,"Chesham, United kingdom"
52211,United kingdom,Cheshunt,"Cheshunt, United kingdom"
52212,United kingdom,Cheslyn Hay,"Cheslyn Hay, United kingdom"
52213,United kingdom,Chessington,"Chessington, United kingdom"
52214,United kingdom,Chester,"Chester, United kingdom"
52215,United kingdom,Chester,"Chester, United kingdom"
52216,United kingdom,Chesterfield,"Chesterfield, United kingdom"
52217,United kingdom,Chester-le-Street,"Chester-le-Street, United kingdom"
52218,United kingdom,Chesterton,"Chesterton, United kingdom"
52219,United kingdom,Cheveley,"Cheveley, United kingdom"
52220,United kingdom,Chevington,"Chevington, United kingdom"
52221,United kingdom,Chichester,"Chichester, United kingdom"
52222,United kingdom,Chickerell,"Chickerell, United kingdom"
52223,United kingdom,Chiddingfold,"Chiddingfold, United kingdom"
52224,United kingdom,Chiddingstone Causeway,"Chiddingstone Causeway, United kingdom"
52225,United kingdom,Chideock,"Chideock, United kingdom"
52226,United kingdom,Chidham,"Chidham, United kingdom"
52227,United kingdom,Chieveley,"Chieveley, United kingdom"
52228,United kingdom,Chigwell,"Chigwell, United kingdom"
52229,United kingdom,Chilbolton,"Chilbolton, United kingdom"
52230,United kingdom,Chilcompton,"Chilcompton, United kingdom"
52231,United kingdom,Childs Ercall,"Childs Ercall, United kingdom"
52232,United kingdom,Chilham,"Chilham, United kingdom"
52233,United kingdom,Chillington,"Chillington, United kingdom"
52234,United kingdom,Chilmark,"Chilmark, United kingdom"
52235,United kingdom,Chilton,"Chilton, United kingdom"
52236,United kingdom,Chilwell,"Chilwell, United kingdom"
52237,United kingdom,Chilworth,"Chilworth, United kingdom"
52238,United kingdom,Chilworth,"Chilworth, United kingdom"
52239,United kingdom,Chineham,"Chineham, United kingdom"
52240,United kingdom,Chingford,"Chingford, United kingdom"
52241,United kingdom,Chinley,"Chinley, United kingdom"
52242,United kingdom,Chinnor,"Chinnor, United kingdom"
52243,United kingdom,Chippenham,"Chippenham, United kingdom"
52244,United kingdom,Chipperfield,"Chipperfield, United kingdom"
52245,United kingdom,Chipping Campden,"Chipping Campden, United kingdom"
52246,United kingdom,Chipping Norton,"Chipping Norton, United kingdom"
52247,United kingdom,Chipping Ongar,"Chipping Ongar, United kingdom"
52248,United kingdom,Chipping Sodbury,"Chipping Sodbury, United kingdom"
52249,United kingdom,Chipping Warden,"Chipping Warden, United kingdom"
52250,United kingdom,Chirk,"Chirk, United kingdom"
52251,United kingdom,Chirnside,"Chirnside, United kingdom"
52252,United kingdom,Chiselborough,"Chiselborough, United kingdom"
52253,United kingdom,Chiseldon,"Chiseldon, United kingdom"
52254,United kingdom,Chislehurst,"Chislehurst, United kingdom"
52255,United kingdom,Chiswick,"Chiswick, United kingdom"
52256,United kingdom,Chittlehampton,"Chittlehampton, United kingdom"
52257,United kingdom,Chobham,"Chobham, United kingdom"
52258,United kingdom,Cholsey,"Cholsey, United kingdom"
52259,United kingdom,Chorley,"Chorley, United kingdom"
52260,United kingdom,Chorleywood,"Chorleywood, United kingdom"
52261,United kingdom,Christchurch,"Christchurch, United kingdom"
52262,United kingdom,Christchurch,"Christchurch, United kingdom"
52263,United kingdom,Chudleigh,"Chudleigh, United kingdom"
52264,United kingdom,Chulmleigh,"Chulmleigh, United kingdom"
52265,United kingdom,Church,"Church, United kingdom"
52266,United kingdom,"Church Bay, Rathlin Island","Church Bay, Rathlin Island, United kingdom"
52267,United kingdom,Church Crookham,"Church Crookham, United kingdom"
52268,United kingdom,Church Gresley,"Church Gresley, United kingdom"
52269,United kingdom,Church Lawford,"Church Lawford, United kingdom"
52270,United kingdom,Church Stretton,"Church Stretton, United kingdom"
52271,United kingdom,Churchstow,"Churchstow, United kingdom"
52272,United kingdom,Chwilog,"Chwilog, United kingdom"
52273,United kingdom,Cinderford,"Cinderford, United kingdom"
52274,United kingdom,Cirencester,"Cirencester, United kingdom"
52275,United kingdom,City of Westminster,"City of Westminster, United kingdom"
52276,United kingdom,"Clachan, Raasay","Clachan, Raasay, United kingdom"
52277,United kingdom,Clackmannan,"Clackmannan, United kingdom"
52278,United kingdom,Clacton-on-Sea,"Clacton-on-Sea, United kingdom"
52279,United kingdom,Claines,"Claines, United kingdom"
52280,United kingdom,Clanfield,"Clanfield, United kingdom"
52281,United kingdom,Clanfield,"Clanfield, United kingdom"
52282,United kingdom,Claonaig,"Claonaig, United kingdom"
52283,United kingdom,Clapham,"Clapham, United kingdom"
52284,United kingdom,Clapton,"Clapton, United kingdom"
52285,United kingdom,Claughton,"Claughton, United kingdom"
52286,United kingdom,Clavering,"Clavering, United kingdom"
52287,United kingdom,Clay Cross,"Clay Cross, United kingdom"
52288,United kingdom,Claydon,"Claydon, United kingdom"
52289,United kingdom,Claygate,"Claygate, United kingdom"
52290,United kingdom,Claythorpe,"Claythorpe, United kingdom"
52291,United kingdom,Clayton,"Clayton, United kingdom"
52292,United kingdom,Clayton,"Clayton, United kingdom"
52293,United kingdom,Clayton,"Clayton, United kingdom"
52294,United kingdom,Clayton-le-Moors,"Clayton-le-Moors, United kingdom"
52295,United kingdom,Cleadon,"Cleadon, United kingdom"
52296,United kingdom,Cleator,"Cleator, United kingdom"
52297,United kingdom,Cleator Moor,"Cleator Moor, United kingdom"
52298,United kingdom,Cleckheaton,"Cleckheaton, United kingdom"
52299,United kingdom,Cleethorpes,"Cleethorpes, United kingdom"
52300,United kingdom,Cleghorn,"Cleghorn, United kingdom"
52301,United kingdom,Cleland,"Cleland, United kingdom"
52302,United kingdom,Cleobury Mortimer,"Cleobury Mortimer, United kingdom"
52303,United kingdom,Clevedon,"Clevedon, United kingdom"
52304,United kingdom,Cleveland,"Cleveland, United kingdom"
52305,United kingdom,Cleveleys,"Cleveleys, United kingdom"
